Text,Actual,Predict,Score,Variant
ini bisa untuk mengendarai motor kan gan? kacanya gelap gak ya klo malam?,default fallback intent,not_ready_kosong_question,0.934425413608551,[]
ready gaaa warna biruu,ready_kosong_question,ready_kosong_question,0.8720300197601318,[]
ready untuk gojek ?,ready_kosong_question,ready_kosong_question,0.8761177062988281,[]
ready maron,ready_kosong_question,ready_kosong_question,0.8789853453636169,[]
ini masih ready gak ya? bs nego? pngiriman dr mnaa? minus apa? ada no wa?,ready_kosong_question,ready_kosong_question,0.945044755935669,[]
ready sebox isi 12,default fallback intent,ready_kosong_question,0.8808150291442871,[]
apa ini ready?,ready_kosong_question,ready_kosong_question,0.8861371874809265,[]
ready buat vios 2005 gan?,ready_kosong_question,ready_kosong_question,0.8806300163269043,[]
rosegold ready?,ready_kosong_question,ready_kosong_question,0.8813801407814026,[]
redy sejadah turki tanggung merk alif warna biru 10 buah ka ?,ready_kosong_question,ready_kosong_question,0.8731054067611694,['warna: biru']
om saya rencana mau beli 10 pcs. tapi mix rasa yg ukuran 30 ml bisa?,ready_kosong_question,not_ready_kosong_question,0.7983759641647339,['size: size 30']
ready nomer brp kak ?,ready_kosong_question,ready_kosong_question,0.8850482106208801,[]
warm brown ready ga,ready_kosong_question,ready_kosong_question,0.8735781311988831,[]
"-1,25 brown ready ga ka?",ready_kosong_question,ready_kosong_question,0.8806681632995605,[]
ready kalo?,default fallback intent,ready_kosong_question,0.8810136318206787,[]
masih ready ga om? thanks.,ready_kosong_question,ready_kosong_question,0.8845096826553345,[]
abu dan movca ready?,ready_kosong_question,ready_kosong_question,0.8880693912506104,[]
ready gan? dapet thermal pastenya gk?,ready_kosong_question,ready_kosong_question,0.8781151175498962,[]
warna hitam masih ready gak,ready_kosong_question,ready_kosong_question,0.8581175208091736,['warna: hitam']
ready ga..ada yg warna hitam ga,ready_kosong_question,ready_kosong_question,0.857538640499115,['warna: hitam']
ready gan? bisa kirim hari ini ya?,ready_kosong_question,ready_kosong_question,0.8802680969238281,[]
tsum2 nya ready 20?,ready_kosong_question,ready_kosong_question,0.8817278146743774,[]
ini ready gak sih boss?,ready_kosong_question,ready_kosong_question,0.8803006410598755,[]
"bisa gan.. tinggal ready warna abu"" saja..m",default fallback intent,ready_kosong_question,0.8736499547958374,[]
klo untuk size 2 dan size 3 ready ga,ready_kosong_question,ready_kosong_question,0.8593129515647888,['size: size 28']
ready bsa pake gojek. oh ya inj ada botol susunya gk ya,default fallback intent,ready_kosong_question,0.8975414633750916,[]
"warna merah tersedia gk, untuk ukuran 2,5/2,5",ready_kosong_question,ready_kosong_question,0.8902333974838257,['warna: merah']
"ready kan sist coklat ukuran 20cm, ak udh order tlg di proses ya sist...",ready_kosong_question,ready_kosong_question,0.8728545308113098,['warna: cokelat']
ready gold sma black kak?,ready_kosong_question,ready_kosong_question,0.8842275142669678,[]
ready warna apa saja ya sist?,ready_kosong_question,ready_kosong_question,0.8853294849395752,[]
42 khaki & navy ready?,ready_kosong_question,ready_kosong_question,0.8647725582122803,['warna: navy']
"sis, ready warna apa yg skrng ada? bisa pake gosend ya sis?",ready_kosong_question,ready_kosong_question,0.9029582738876343,[]
size xl masih?,ready_kosong_question,ready_kosong_question,0.9574702382087708,['size: size xl']
"gan/sis, saya mau order 3 lusin untuk dasi warna merah marun (mix)... ready???",ready_kosong_question,ready_kosong_question,0.8612762093544006,['warna: merah']
size 30 ready,default fallback intent,ready_kosong_question,0.8698278665542603,['size: size 30']
itu ksong ka sisa navy z,default fallback intent,ready_kosong_question,0.9855117797851562,['warna: navy']
ready cheese dan green tea utk hr ini?,ready_kosong_question,ready_kosong_question,0.8889247179031372,[]
selamat siang. warna apa yg ready?,default fallback intent,ready_kosong_question,0.8779014348983765,[]
ini sama fosfor juga ya gan seperti yg hijau? thanks before,default fallback intent,ready_kosong_question,0.9973193407058716,['warna: hijau']
maroon ready ndak,ready_kosong_question,ready_kosong_question,0.8643553853034973,['warna: maroon']
warna putih ada ?,ready_kosong_question,ready_kosong_question,0.9037474393844604,['warna: putih']
untuk nokia 3 ready stock?,ready_kosong_question,ready_kosong_question,0.8738760948181152,[]
masih ready..?warna apa aja?tq,ready_kosong_question,ready_kosong_question,0.8792412877082825,[]
size 39 ready gan...?,ready_kosong_question,ready_kosong_question,0.8682288527488708,['size: size 39']
yg hijau ad kh,ready_kosong_question,ready_kosong_question,0.9409711360931396,['warna: hijau']
xl white ready gan,default fallback intent,ready_kosong_question,0.8784404397010803,[]
iya ready gan ..silhkn diorder,default fallback intent,ready_kosong_question,0.8789182901382446,[]
amlodipine 10 mg ready?,ready_kosong_question,ready_kosong_question,0.8799751400947571,[]
ready kamlang merah nya gan??,ready_kosong_question,ready_kosong_question,0.8640963435173035,['warna: merah']
ready bukunya gan?,ready_kosong_question,ready_kosong_question,0.8765462636947632,[]
ini ready gan? mau order pake gojek hari ini,ready_kosong_question,ready_kosong_question,0.8798283338546753,[]
"navy, abu tua, coklat tua ada sis?",ready_kosong_question,ready_kosong_question,0.8893606662750244,"['warna: navy', 'warna: cokelat']"
yg redy motif apa saja sis,default fallback intent,ready_kosong_question,0.9770514965057373,[]
sis ini 100% sesuai gambar? ada sabuk tali belakangnya juga? mau 4pc ready?,ready_kosong_question,ready_kosong_question,0.89166659116745,[]
sis ukuran 38 masih ready,ready_kosong_question,ready_kosong_question,0.8719536066055298,['size: size 38']
gan... ada warna putih ga?,ready_kosong_question,ready_kosong_question,0.8926225304603577,['warna: putih']
ready? 10rb dapat berapa ekor?,ready_kosong_question,ready_kosong_question,0.8877578973770142,[]
hitam 39,default fallback intent,ready_kosong_question,0.9090287685394287,['warna: hitam']
biru orange ada nomer 44 atau 45 gan,ready_kosong_question,ready_kosong_question,0.8900607824325562,"['warna: biru', 'warna: orange']"
jak 5106...ada uk 30?,ready_kosong_question,ready_kosong_question,0.9932609796524048,['size: size 30']
warna gold ad gk?,ready_kosong_question,not_ready_kosong_question,0.7493031024932861,[]
gan.. kamera dan memory 16gb ready kah?,ready_kosong_question,ready_kosong_question,0.8707509636878967,[]
ready? bayar siang ini sore bisa dikirim gan?,ready_kosong_question,ready_kosong_question,0.8892683982849121,[]
warna black redi gan? ini hardcase ya?,ready_kosong_question,not_ready_kosong_question,0.7258291244506836,[]
iphone 6 yg ready warna apa aja gan?,ready_kosong_question,ready_kosong_question,0.8861011862754822,[]
ready gan pake grab soalnya butuh cepat buat istri,ready_kosong_question,ready_kosong_question,0.8925449252128601,[]
kaka ad warna ungu nya gak?,ready_kosong_question,ready_kosong_question,0.9358335733413696,['warna: ungu']
gan. no. 40 hijau ready..?,ready_kosong_question,ready_kosong_question,0.8662241697311401,['warna: hijau']
ready warna pa gan ?,ready_kosong_question,ready_kosong_question,0.8701581954956055,[]
kai ready?,ready_kosong_question,ready_kosong_question,0.8781560659408569,[]
warna hitam atau silver ada..?,ready_kosong_question,ready_kosong_question,0.8943072557449341,['warna: hitam']
"ready, bisa gojek tudei? utk jepang bisa kan?",ready_kosong_question,ready_kosong_question,0.8936735391616821,[]
hitam 37 ada?,ready_kosong_question,ready_kosong_question,0.909022331237793,['warna: hitam']
"gan, ready? tq",ready_kosong_question,ready_kosong_question,0.877687931060791,[]
ready kak?2 pcs,ready_kosong_question,ready_kosong_question,0.8908743858337402,[]
ready gan?mau order 2 gosend bsa?,ready_kosong_question,ready_kosong_question,0.8808728456497192,[]
"ready gan?, bisa utk nintendo switch splatoon 2?",ready_kosong_question,ready_kosong_question,0.8874190449714661,[]
ready g. minat nih.,ready_kosong_question,ready_kosong_question,0.8831661939620972,[]
warna hitam tp sol yg putih ada barangnya bos?,ready_kosong_question,ready_kosong_question,0.8687471151351929,"['warna: hitam', 'warna: putih']"
uk 29 light blue ad,ready_kosong_question,ready_kosong_question,0.9816893339157104,['size: size 29']
yang ini ready 3 pcs gan?,ready_kosong_question,ready_kosong_question,0.8876690864562988,[]
18 itu abu ya? ready gak?,ready_kosong_question,ready_kosong_question,0.8918535709381104,[]
"gan yang gambar ke-3, yg batunya hijau kecil-kecil, diameternya brp mm gan?",default fallback intent,not_ready_kosong_question,0.7332448959350586,['warna: hijau']
"ready kak,? ini langsung pake? gk ush regristrasi kah?",ready_kosong_question,ready_kosong_question,0.8895887136459351,[]
yang garis2nya ready sis? kalo ready.. tolong buatkan etalase khusus 3.5mt ya sis..,ready_kosong_question,ready_kosong_question,0.8588091731071472,[]
uk xxl nya ada brp pcs gan?,default fallback intent,not_ready_kosong_question,0.8147603273391724,['size: size xxl']
gan paket 1295 ready ??,ready_kosong_question,ready_kosong_question,0.8821552991867065,[]
ready?bisa gojek hari ini?thx,ready_kosong_question,ready_kosong_question,0.8780252933502197,[]
motif e ready?,ready_kosong_question,ready_kosong_question,0.8807328939437866,[]
barang ready? serius berminat..,ready_kosong_question,ready_kosong_question,0.8805500268936157,[]
merah marun ukuran l masih ada kak?,ready_kosong_question,ready_kosong_question,0.9106021523475647,"['warna: merah', 'size: size l']"
barang ready kembali kapab gan ?,default fallback intent,ready_kosong_question,0.8807895183563232,[]
ready gan size yang no 34?,ready_kosong_question,ready_kosong_question,0.8713354468345642,[]
gan hitam sama merah ready?,ready_kosong_question,ready_kosong_question,0.855942964553833,"['warna: hitam', 'warna: merah']"
klo untuk 3 th ukuran / size apa? readykah,ready_kosong_question,ready_kosong_question,0.8753616809844971,[]
"0,75 ready?",ready_kosong_question,ready_kosong_question,0.8809261322021484,[]
ready ni gan?,ready_kosong_question,ready_kosong_question,0.8758471608161926,[]
barang ready ? bisa beli satuan gk ??,ready_kosong_question,ready_kosong_question,0.8934147357940674,[]
on model itu warna cream ya gan? ini ukurannya besar kan ya bisa buat cowok ?,default fallback intent,not_ready_kosong_question,0.8933354020118713,[]
warna apa aja k,default fallback intent,not_ready_kosong_question,0.6797643899917603,[]
no.37 ready?,ready_kosong_question,ready_kosong_question,0.8831642270088196,[]
batere m3y ready gan?,ready_kosong_question,ready_kosong_question,0.87711501121521,[]
ready warna hitam? kualitas bagaimana ya?,ready_kosong_question,ready_kosong_question,0.8592222929000854,['warna: hitam']
untuk samsung galaxy j5 yg lama ready gak gan ?,ready_kosong_question,ready_kosong_question,0.8710397481918335,[]
xxxl ld 115cm blue ready mba,ready_kosong_question,ready_kosong_question,0.8745724558830261,[]
gan rose gold nya ready?,ready_kosong_question,ready_kosong_question,0.8796493411064148,[]
ready.... 250ml (100 lmbr aja dl),ready_kosong_question,ready_kosong_question,0.8826937675476074,[]
utk 27.5 ready gak?,ready_kosong_question,ready_kosong_question,0.8867659568786621,[]
kalo quilt cover nya bisa order? ukuran 160x210 berapa rupiah y?,default fallback intent,not_ready_kosong_question,0.936593770980835,[]
gan mo order untuk 2 sisi pakai foto dari saya bisa ya,default fallback intent,not_ready_kosong_question,0.9250291585922241,[]
"pink habis smua.. yg ready cuma biru muda, biru tua, ungu tua",default fallback intent,ready_kosong_question,0.8531378507614136,"['warna: biru muda', 'warna: biru', 'warna: ungu']"
ready warna mocca sama pink muda sis,ready_kosong_question,ready_kosong_question,0.8675523400306702,[]
readi apa ga gan .?,ready_kosong_question,ready_kosong_question,0.994939923286438,[]
ready gan? itu 8gb cmz8gx3m1a1600c9 1keping kan?,ready_kosong_question,ready_kosong_question,0.8783830404281616,[]
ready kaktinggal warna apa aja,ready_kosong_question,ready_kosong_question,0.8776921033859253,[]
ukuran 8Â½ ready gan?,ready_kosong_question,ready_kosong_question,0.8702291250228882,[]
ready navy batik biru?,ready_kosong_question,ready_kosong_question,0.8563110828399658,"['warna: navy', 'warna: biru']"
500 pc ready mb?,ready_kosong_question,ready_kosong_question,0.8813961148262024,[]
masi ready gan ?,ready_kosong_question,ready_kosong_question,0.8804972171783447,[]
maaf ada warna abu-abu nya gak ya?,ready_kosong_question,ready_kosong_question,0.9965876340866089,['warna: abu-abu']
motif 10 en 12 nya ada ready sis?,ready_kosong_question,ready_kosong_question,0.8944144248962402,[]
ungu dan pink ready gan?,ready_kosong_question,ready_kosong_question,0.8693757057189941,['warna: ungu']
untuk ipad mini warna hitam ready??,ready_kosong_question,ready_kosong_question,0.8569278120994568,['warna: hitam']
ukuran 30 ada?,ready_kosong_question,ready_kosong_question,0.98723304271698,['size: size 30']
no. 15 utk oppo a57ready?,ready_kosong_question,not_ready_kosong_question,0.9357224702835083,[]
kak warna silver ready?,ready_kosong_question,ready_kosong_question,0.8699856996536255,[]
stick ready gan?,ready_kosong_question,ready_kosong_question,0.8766652345657349,[]
gan yg 64bit ready? oya ini aktif selamanya atau cm bbrp waktu?,ready_kosong_question,ready_kosong_question,0.8847408294677734,[]
hitam ready gan? bisa kirim sekarang?,ready_kosong_question,ready_kosong_question,0.8614306449890137,['warna: hitam']
"sis, warna dusty pink 40 pcs ada ?",ready_kosong_question,not_ready_kosong_question,0.7959566712379456,[]
apakah ada infra merahnya gan? dan apakah bergaransi dr penjual? trims,default fallback intent,ready_kosong_question,0.9880026578903198,[]
black dan navy ready sis??,ready_kosong_question,ready_kosong_question,0.8693174719810486,['warna: navy']
41 & 42 ready?,ready_kosong_question,ready_kosong_question,0.8809261322021484,[]
warna ungu dan hitam ready?,ready_kosong_question,ready_kosong_question,0.8552850484848022,"['warna: ungu', 'warna: hitam']"
yg merah ada?,ready_kosong_question,ready_kosong_question,0.9383608102798462,['warna: merah']
warna ungu ready ?,ready_kosong_question,ready_kosong_question,0.8623757362365723,['warna: ungu']
ready gan ? mic nya bisa dilepas ga ya ?,ready_kosong_question,ready_kosong_question,0.88400799036026,[]
ready ukuran large,ready_kosong_question,ready_kosong_question,0.8711310029029846,[]
ready kirim via grab instant?,ready_kosong_question,ready_kosong_question,0.8787460923194885,[]
brng ready kan gan? udh saya order di tunggu ya,ready_kosong_question,ready_kosong_question,0.8889744877815247,[]
ready barangnya mas?,ready_kosong_question,ready_kosong_question,0.8791270852088928,[]
"assalammu'alaikum... boss, utk warna biru, barang ready stock...???",ready_kosong_question,ready_kosong_question,0.8602553009986877,['warna: biru']
apa beda matrix garuda merah/putih/dan yg lain2 gan? karna saya liat byk macam2 matrix garudanya gan?,default fallback intent,ready_kosong_question,0.8822988271713257,[]
ready ? free ongkir ke jakarta timur?,ready_kosong_question,ready_kosong_question,0.8802232146263123,[]
ready? 2 tiket dewasa unt tgl 17 nov 2017?,ready_kosong_question,ready_kosong_question,0.8828219175338745,[]
ready boz perdana and paket data internetnya,ready_kosong_question,ready_kosong_question,0.887245237827301,[]
size 5 ready sis?,ready_kosong_question,ready_kosong_question,0.8713881969451904,['size: size 5']
ready pink bang,ready_kosong_question,ready_kosong_question,0.8805872201919556,[]
warna lain ada gak gan ?,default fallback intent,ready_kosong_question,0.9883954524993896,[]
ready karakter apa sist?,default fallback intent,ready_kosong_question,0.8884680271148682,[]
ready gan?? klau masalah ukurannya gmna ya gan??,ready_kosong_question,ready_kosong_question,0.8780882358551025,[]
ready ga mau beli skrg?,ready_kosong_question,ready_kosong_question,0.8795757293701172,[]
"siang gan, brgnya ready stock? ukuran yg paling besar ada? berapa inchi ya? makasih",ready_kosong_question,ready_kosong_question,0.8908495306968689,[]
ready gan? kirim hr ini by jne?,ready_kosong_question,ready_kosong_question,0.8850988745689392,[]
ready uk 42 hitam gan,ready_kosong_question,ready_kosong_question,0.8585172295570374,"['size: size 42', 'warna: hitam']"
ukuran m8 x m8 x 45mm ada gan?,ready_kosong_question,ready_kosong_question,0.9973758459091187,[]
little pony pink nya ready kah?,ready_kosong_question,ready_kosong_question,0.8839723467826843,[]
"bose, ini ready dan bisa digojekin ga?",ready_kosong_question,ready_kosong_question,0.8848001956939697,[]
putih masih ad sis,ready_kosong_question,ready_kosong_question,0.9332441091537476,['warna: putih']
ready ya gan mau di order ni kalau ready,ready_kosong_question,ready_kosong_question,0.8555024266242981,[]
redy gan yg hijau?,ready_kosong_question,ready_kosong_question,0.8780130743980408,['warna: hijau']
hitam ready ga sis,ready_kosong_question,ready_kosong_question,0.8613628149032593,['warna: hitam']
ini pompanya ready?bisa kirim hari ini bu gosend?,ready_kosong_question,ready_kosong_question,0.8798066973686218,[]
ready gan 10pcs?,ready_kosong_question,ready_kosong_question,0.8785206079483032,[]
gan merah ready ga,ready_kosong_question,ready_kosong_question,0.8628066778182983,['warna: merah']
ini uk 43 ready g?,ready_kosong_question,ready_kosong_question,0.8739715218544006,['size: size 43']
sise 38 masih ready kak,ready_kosong_question,ready_kosong_question,0.8808364272117615,[]
hello kitty redy?,ready_kosong_question,ready_kosong_question,0.9196231961250305,[]
"warna spt model ,readykah sist?sama warna coklat pemda ready?",ready_kosong_question,ready_kosong_question,0.852359414100647,['warna: cokelat']
yg e ready gan?,ready_kosong_question,ready_kosong_question,0.8794652223587036,[]
ready gan sebelah kiri agya 2013,ready_kosong_question,ready_kosong_question,0.8820692300796509,[]
yang ready warna apa aja kak ?,default fallback intent,ready_kosong_question,0.8817407488822937,[]
maroon 2 ada?,ready_kosong_question,ready_kosong_question,0.988608717918396,['warna: maroon']
ready size 41?,ready_kosong_question,ready_kosong_question,0.8698278665542603,['size: size 41']
"gan, ready kah yg warna putih?",ready_kosong_question,ready_kosong_question,0.8592427968978882,['warna: putih']
"yang merah ready, sist?",ready_kosong_question,ready_kosong_question,0.866969108581543,['warna: merah']
ready dan garansikah?kapasitas 3000mah?,ready_kosong_question,ready_kosong_question,0.8824871182441711,[]
warna gold/black buat vario cbs 110 ready gan ?,ready_kosong_question,ready_kosong_question,0.8739206194877625,[]
biru n hijau ready?,ready_kosong_question,ready_kosong_question,0.856721043586731,"['warna: biru', 'warna: hijau']"
barang ready gan ukuran 40,ready_kosong_question,ready_kosong_question,0.8729695081710815,['size: size 40']
barang ready? bisa gojek hr ini? kl pake e5577 yg hitam no logo tetep ganti imei ya?,ready_kosong_question,ready_kosong_question,0.8757133483886719,['warna: hitam']
"abu"" ready yg uk 44?",ready_kosong_question,ready_kosong_question,0.8799818754196167,['size: size 44']
"ready 27,31,32??",ready_kosong_question,ready_kosong_question,0.881170928478241,[]
"ready berapa kak,,yang putih?",ready_kosong_question,ready_kosong_question,0.8662533164024353,['warna: putih']
ready gan? ini full set? baru apa bekas yah gan? kok harganya miring sekali. thanks,ready_kosong_question,ready_kosong_question,0.9100445508956909,[]
semua msh ready,ready_kosong_question,ready_kosong_question,0.883226752281189,[]
cokelat size 36 ready sob ?,ready_kosong_question,ready_kosong_question,0.8654571771621704,"['warna: cokelat', 'size: size 36']"
warna merah uk 43 ready?,ready_kosong_question,ready_kosong_question,0.8586249947547913,"['warna: merah', 'size: size 43']"
blacknya ready om? kirim ke jaksel kira2 brp lama ya?,ready_kosong_question,ready_kosong_question,0.9009612798690796,[]
ready gan? pengiriman plg akhir jam berapa ya?,ready_kosong_question,ready_kosong_question,0.9060273170471191,[]
mau 2 botol ready ?,ready_kosong_question,ready_kosong_question,0.8801748156547546,[]
sisa warna apa gan?,default fallback intent,not_ready_kosong_question,0.8238868713378906,[]
ready gk bos brng nya yg wrna hijau stabilo,ready_kosong_question,ready_kosong_question,0.8648048639297485,['warna: hijau']
ready? masa aktif?,ready_kosong_question,ready_kosong_question,0.8781940937042236,[]
stok warna silver ready gan?,ready_kosong_question,ready_kosong_question,0.8709502220153809,[]
3bh british flag ready?bisa gojek hari ini?,ready_kosong_question,ready_kosong_question,0.8780919313430786,[]
ukuran l ready kka?,ready_kosong_question,ready_kosong_question,0.8698636293411255,['size: size l']
warna putih 2pc ready? bisa dgn gojek?,ready_kosong_question,ready_kosong_question,0.8604461550712585,['warna: putih']
halo ini udah ready blm ya? thx,ready_kosong_question,ready_kosong_question,0.8789167404174805,[]
1 lagi kak ini ready kak?,ready_kosong_question,ready_kosong_question,0.8864504098892212,[]
maaf stock ready gan?,ready_kosong_question,ready_kosong_question,0.8756516575813293,[]
ready siss,ready_kosong_question,ready_kosong_question,0.8758161664009094,[]
ini ready gak ? aku liat di ig ada yg imperial blue rooster ready gak ?,ready_kosong_question,ready_kosong_question,0.855730414390564,[]
agaan...numpang cek stock. yg uk xl.....adakah ??,ready_kosong_question,ready_kosong_question,0.9754716157913208,[]
ini barangnya ready ga ya sis?,ready_kosong_question,ready_kosong_question,0.8872038722038269,[]
barang 2 batang ready gan,ready_kosong_question,ready_kosong_question,0.8814369440078735,[]
ready list apa ka?,default fallback intent,ready_kosong_question,0.8838276267051697,[]
yg black diamond merah ada gan?,ready_kosong_question,ready_kosong_question,0.9589869976043701,['warna: merah']
ready tuttifruty? ada produk echinacea juga ga?,ready_kosong_question,ready_kosong_question,0.8776058554649353,[]
"barang ready?, lama sablon brp hari om?",ready_kosong_question,ready_kosong_question,0.8863638639450073,[]
yg warna hitam ready ga,ready_kosong_question,ready_kosong_question,0.8583084940910339,['warna: hitam']
gambar 1 ukuran m ready gan?,ready_kosong_question,ready_kosong_question,0.869514524936676,['size: size m']
mk 44 msh ready?,ready_kosong_question,ready_kosong_question,0.8821684718132019,[]
redy cw 30 gak?,ready_kosong_question,ready_kosong_question,0.9214481115341187,[]
ready gan 650 watt?,ready_kosong_question,ready_kosong_question,0.8791332244873047,[]
warna coklat ready om?,ready_kosong_question,ready_kosong_question,0.862418532371521,['warna: cokelat']
readykah batt bm44 ?,ready_kosong_question,ready_kosong_question,0.958634614944458,[]
"ready kak? misal sudah terpakai 1 domain, kemudian kita tutup domain tersebut, apakah bisa dipakai lagi ke domain baru?",ready_kosong_question,ready_kosong_question,0.8910144567489624,[]
ready. besok. uda dikantor..,ready_kosong_question,ready_kosong_question,0.8800594806671143,[]
ready?bisa gojek hari ini?,ready_kosong_question,ready_kosong_question,0.8780919313430786,[]
om ini ready gak?,ready_kosong_question,ready_kosong_question,0.8854692578315735,[]
tepung ubi ready?,ready_kosong_question,ready_kosong_question,0.8773626089096069,[]
om ini udah ready blm buat s8+,ready_kosong_question,ready_kosong_question,0.883402943611145,[]
no. 5 dan 9 ready?,ready_kosong_question,ready_kosong_question,0.890109121799469,[]
ready gambar 2,ready_kosong_question,ready_kosong_question,0.8777792453765869,[]
merah ready sist?,ready_kosong_question,ready_kosong_question,0.8663915991783142,['warna: merah']
mbak ada gak baju adat nya warna biru muda buat anak 8 tahun mbak?,ready_kosong_question,ready_kosong_question,0.9508814215660095,['warna: biru muda']
ready warna navy ga?,ready_kosong_question,ready_kosong_question,0.8596726059913635,['warna: navy']
nh ready gk ka?,ready_kosong_question,ready_kosong_question,0.8818486332893372,[]
xl ready ka,ready_kosong_question,ready_kosong_question,0.88044673204422,[]
"ready kaka, resi malam terimakasih kak",ready_kosong_question,ready_kosong_question,0.8802269101142883,[]
ready v5 121?,ready_kosong_question,ready_kosong_question,0.8799751400947571,[]
ukuran l ready gan ya?,ready_kosong_question,ready_kosong_question,0.8714004158973694,['size: size l']
ready gan 1 box,ready_kosong_question,ready_kosong_question,0.8801248073577881,[]
saya yg td pm lewat ig. ini ready stock kan ?,ready_kosong_question,ready_kosong_question,0.8761534690856934,[]
ukuran 32/33 da?,ready_kosong_question,ready_kosong_question,0.994727373123169,[]
apakah ready stok 43,ready_kosong_question,ready_kosong_question,0.8849954605102539,[]
ready yang angka berapa?,default fallback intent,ready_kosong_question,0.8927425742149353,[]
siap ^^,default fallback intent,ready_kosong_question,0.9550125002861023,[]
hitam polos ready gan?,ready_kosong_question,ready_kosong_question,0.8598797917366028,['warna: hitam']
ready bos 2? pengiriman kapn?,ready_kosong_question,ready_kosong_question,0.8887585401535034,[]
ready 5 piece?,ready_kosong_question,ready_kosong_question,0.8799750804901123,[]
ready stok? asli lego atau kw?,ready_kosong_question,ready_kosong_question,0.8830159902572632,[]
yg double kipas ready?,ready_kosong_question,ready_kosong_question,0.8817728757858276,[]
ready? ini yg prime ya? paking pakai apa?,ready_kosong_question,ready_kosong_question,0.8980349898338318,[]
ini warnanya biru muda? ready?,ready_kosong_question,ready_kosong_question,0.860207736492157,['warna: biru muda']
120x200 ready?,ready_kosong_question,ready_kosong_question,0.8783590197563171,[]
ready 4 bungkus?,ready_kosong_question,ready_kosong_question,0.8791272044181824,[]
barang ready 3pcs?,ready_kosong_question,ready_kosong_question,0.881110429763794,[]
size 40 ready nda gan...,ready_kosong_question,ready_kosong_question,0.8696559071540833,['size: size 40']
stocknya ready apa aja? bisa kirim pake gojek kan?,default fallback intent,ready_kosong_question,0.9182140827178955,[]
merah ready? bisa gojek hri ini?,ready_kosong_question,ready_kosong_question,0.8659843802452087,['warna: merah']
ready ukuran apa gan ?,default fallback intent,ready_kosong_question,0.876092791557312,[]
gan yg ready size xxl warna apa aja?,ready_kosong_question,ready_kosong_question,0.8709497451782227,['size: size xxl']
