Text,Actual,Predict,Score,Variant
ready ga mbak?,ready_kosong_question,ready_kosong_question,0.8753051161766052,[]
lensa miror bukan? biru ready?,ready_kosong_question,ready_kosong_question,0.8625966906547546,['warna: biru']
hijau 41 ada stock gak?,ready_kosong_question,ready_kosong_question,0.9428021907806396,['warna: hijau']
"gan, warna hitam misty, navy misty sama putih misty size l ready?",ready_kosong_question,ready_kosong_question,0.8499054908752441,"['warna: hitam', 'warna: navy', 'warna: putih', 'size: size l']"
roda nya ready gan,ready_kosong_question,ready_kosong_question,0.8780247569084167,[]
"gan, ready wrn putih?? bisa langsung krm skrg pake gojek?",ready_kosong_question,ready_kosong_question,0.8658031225204468,['warna: putih']
gan ready sesuai deskripsi warnanya ?farishyalma,ready_kosong_question,ready_kosong_question,0.8794052600860596,[]
kak ini size 29 ready,ready_kosong_question,ready_kosong_question,0.8710460662841797,['size: size 29']
green untuk 6m ready ?,ready_kosong_question,ready_kosong_question,0.8729940056800842,[]
grey dan brown ready sis ?,ready_kosong_question,ready_kosong_question,0.8826398849487305,[]
ada paket yang isi 2pcs utnuk ukuran 60x20x4 ga?,ready_kosong_question,ready_kosong_question,0.9933021664619446,[]
"bang, yang ini ready? ada warna apa aja skrg.",ready_kosong_question,ready_kosong_question,0.881182849407196,[]
ready gan silahkan di order bisa gojek,ready_kosong_question,ready_kosong_question,0.8890343904495239,[]
34 yang blue masih ready?,ready_kosong_question,ready_kosong_question,0.880232572555542,[]
foto ke 4 superman .yg ad tulisan man of steel ready?,ready_kosong_question,ready_kosong_question,0.8911811709403992,[]
size 12 ready sist ?,ready_kosong_question,ready_kosong_question,0.8726953864097595,['size: size 12']
gan ini hitam sz 40 ready dan yg brown nya size 41??sya order skrg gan,ready_kosong_question,ready_kosong_question,0.8560295104980469,"['warna: hitam', 'size: size 40']"
ukuran 3 tahun ready?,ready_kosong_question,ready_kosong_question,0.8736485242843628,[]
ukuran 43 grey list navy msh ada?,ready_kosong_question,ready_kosong_question,0.8991328477859497,"['size: size 43', 'warna: navy']"
size xl warna persis kyak yg di ft ready gan,ready_kosong_question,ready_kosong_question,0.8634845018386841,['size: size xl']
kalo ini ready gan? gojek?,ready_kosong_question,ready_kosong_question,0.8795688152313232,[]
ready wrna merah?,ready_kosong_question,ready_kosong_question,0.8620980978012085,['warna: merah']
bening ready ka,ready_kosong_question,ready_kosong_question,0.8787058591842651,[]
tas ts000048 ( warna biru tua/ navy)ready ga say ?,ready_kosong_question,ready_kosong_question,0.8545786142349243,['warna: biru']
ready stock 3 unit?,ready_kosong_question,ready_kosong_question,0.8772846460342407,[]
merah 37 ready ga?,ready_kosong_question,ready_kosong_question,0.8642024993896484,['warna: merah']
ready? kalau kirim ke tanggerang pakai go jack bisa hari ini?,ready_kosong_question,ready_kosong_question,0.8843144178390503,[]
kupler untuk marauder import stoknya ada om?,ready_kosong_question,not_ready_kosong_question,0.8933354020118713,[]
"siang saya direkomendasikan oleh pak imron, ready ya 2dus tsweet tartlet ukuran standar?",ready_kosong_question,ready_kosong_question,0.8737614154815674,[]
bms004 ready gan??,ready_kosong_question,ready_kosong_question,0.8765462636947632,[]
hair caps tuk sekali pakai aja y?,default fallback intent,not_ready_kosong_question,0.9367326498031616,[]
size 95 ready?,ready_kosong_question,ready_kosong_question,0.8698278665542603,['size: size 95']
20 pcs ready?,ready_kosong_question,ready_kosong_question,0.8886266946792603,[]
"redmi 3 prime ready warna apa aja,ada tg nya gk sekalian?",default fallback intent,ready_kosong_question,0.8837751150131226,[]
biru ready? order hari ini krm jam brpa?,ready_kosong_question,ready_kosong_question,0.8666083812713623,['warna: biru']
gan 2 kaleng ready ?,ready_kosong_question,ready_kosong_question,0.8794121742248535,[]
yg black ready ga gan?,ready_kosong_question,ready_kosong_question,0.8799578547477722,[]
ready kh biru tua dan merah kuning,ready_kosong_question,ready_kosong_question,0.8526830077171326,"['warna: biru', 'warna: merah', 'warna: kuning']"
"halo bos, 25 pcs ready?",ready_kosong_question,ready_kosong_question,0.8857764005661011,[]
ready untuk lenovo p90 ?,ready_kosong_question,ready_kosong_question,0.8788607120513916,[]
yg pilot garuda ukuran xxl ready stock ga?,ready_kosong_question,ready_kosong_question,0.8714221715927124,['size: size xxl']
barang ready putih garis ?,ready_kosong_question,ready_kosong_question,0.8631731271743774,['warna: putih']
ready apa aja kak?,default fallback intent,ready_kosong_question,0.8945102691650391,[]
silver ready gan? jual tg nya juga ngga?,ready_kosong_question,ready_kosong_question,0.8931494951248169,[]
ready gan? ini for canon ya?,ready_kosong_question,ready_kosong_question,0.8824520111083984,[]
body putih - lengan merah cabe <- bahan combed bukan?,ready_kosong_question,ready_kosong_question,0.8779866695404053,"['warna: putih', 'warna: merah']"
gan ready stok dan apakah carry handlenya bsa dilepas?,ready_kosong_question,ready_kosong_question,0.8842491507530212,[]
"klo untuk ini ready 50 pcs, bisa campur wrna ?",ready_kosong_question,ready_kosong_question,0.8842369318008423,[]
ready ya sepatu anak slop bunga jeans bunga navy nomor 28,ready_kosong_question,ready_kosong_question,0.872836172580719,['warna: navy']
ready. silahkan pilih pengiriman dg tiki ons (kilat),default fallback intent,ready_kosong_question,0.8895659446716309,[]
ready gan yang hitam jepit hitam juga ukuran 41? bisa gojek sekarang?,ready_kosong_question,ready_kosong_question,0.853807270526886,"['warna: hitam', 'warna: hitam', 'size: size 41']"
halo.. yg ready wrn apa aja nih?,default fallback intent,ready_kosong_question,0.8955408334732056,[]
kak yg ready warna apa,default fallback intent,ready_kosong_question,0.8783421516418457,[]
barang ready kak,ready_kosong_question,ready_kosong_question,0.8829870223999023,[]
gold sama coklat rwady?,ready_kosong_question,ready_kosong_question,0.962180495262146,['warna: cokelat']
gold ready bos?,ready_kosong_question,ready_kosong_question,0.8814274072647095,[]
vanila 2 dus ready?,ready_kosong_question,ready_kosong_question,0.8831152319908142,[]
lcd e6633 ready gan?,ready_kosong_question,ready_kosong_question,0.8761795163154602,[]
sekarang ready warna apa gan ?,default fallback intent,ready_kosong_question,0.8729650974273682,[]
ready 3 pack?,ready_kosong_question,ready_kosong_question,0.8814857602119446,[]
"grab instan, hari ini, ready gan?",ready_kosong_question,ready_kosong_question,0.8719658851623535,[]
size7 ready kak?,ready_kosong_question,ready_kosong_question,0.8798127174377441,[]
warna pinknya ready?,ready_kosong_question,ready_kosong_question,0.8688435554504395,[]
ada size 44/45 gak...tks,ready_kosong_question,ready_kosong_question,0.9537473917007446,[]
ready yg muka orang??,ready_kosong_question,ready_kosong_question,0.875003457069397,['warna: orange']
adidas hitam ready?,ready_kosong_question,ready_kosong_question,0.8600770235061646,['warna: hitam']
size 35nya ready kah ?,ready_kosong_question,ready_kosong_question,0.8699323534965515,[]
size 41 putih strip hitam ready gak gan..?,ready_kosong_question,ready_kosong_question,0.8522392511367798,"['size: size 41', 'warna: putih', 'warna: hitam']"
"gan mau pesan 5 pasang, ready gak?",ready_kosong_question,ready_kosong_question,0.8817365765571594,[]
masih ready kak??? warna item???,ready_kosong_question,ready_kosong_question,0.873127818107605,[]
silver/gold ready om?,ready_kosong_question,ready_kosong_question,0.8818823099136353,[]
warna full black ada gak min size 40,ready_kosong_question,ready_kosong_question,0.9632558226585388,['size: size 40']
ini ready v ukuran m?,ready_kosong_question,ready_kosong_question,0.872497022151947,['size: size m']
buat gsx r150 ready ?,ready_kosong_question,ready_kosong_question,0.8804166316986084,[]
gan ready size m,ready_kosong_question,ready_kosong_question,0.8675734996795654,['size: size m']
"mau beli lagi. moscotnya bagus. ready? eh, jual bantalan kacamata ga?",ready_kosong_question,ready_kosong_question,0.8882513642311096,[]
"ready gan , ini bisa 3 speed ya",ready_kosong_question,ready_kosong_question,0.8856955766677856,[]
untik redmi 3 pro ready gan?,ready_kosong_question,ready_kosong_question,0.881233274936676,[]
kang masih ready stok?,ready_kosong_question,ready_kosong_question,0.8833247423171997,[]
19 pcs ready dan bisa langsung kirim gan hari ini?,ready_kosong_question,ready_kosong_question,0.8958494663238525,[]
kalo ukuran l no brapa gan,default fallback intent,not_ready_kosong_question,0.9355038404464722,['size: size l']
"gan,ready? thanks",ready_kosong_question,ready_kosong_question,0.8789000511169434,[]
barang ready gak gan kalau order hari ini?,ready_kosong_question,ready_kosong_question,0.8811006546020508,[]
barangnya masih ready gan? mau repeat order lgi nihh gan :d :d,ready_kosong_question,ready_kosong_question,0.8827726244926453,[]
ready gan? ini ori?,ready_kosong_question,ready_kosong_question,0.8775091171264648,[]
sis ini ready? kalau yang mini square set gak jual ya?,ready_kosong_question,ready_kosong_question,0.8952156901359558,[]
cahaya putih atau kuning?,default fallback intent,ready_kosong_question,0.8807955384254456,"['warna: putih', 'warna: kuning']"
"pagi..ready lion hijau, deer kuning, zoo biru n merah?",ready_kosong_question,ready_kosong_question,0.8500922322273254,"['warna: hijau', 'warna: kuning', 'warna: biru', 'warna: merah']"
sist ini 18 m motif mana yg ready?db,default fallback intent,ready_kosong_question,0.8994148969650269,[]
gan saya mau order satu ni yang warna hitam masih ready ga gan ????,ready_kosong_question,ready_kosong_question,0.8567988276481628,['warna: hitam']
ready gan buat j7 prime ?,ready_kosong_question,ready_kosong_question,0.8811303377151489,[]
mau tanya sist obat nya masih ready kah?caranya bagaimana?yg untuk sebulan,ready_kosong_question,ready_kosong_question,0.887417733669281,[]
ready 2 unit ?,ready_kosong_question,ready_kosong_question,0.8805694580078125,[]
-525 ready?,ready_kosong_question,ready_kosong_question,0.8799751400947571,[]
readi wrna apa aja???,default fallback intent,ready_kosong_question,0.99558424949646,[]
ukuran 30/35 batang 5mm (aa) ready gx gan,ready_kosong_question,ready_kosong_question,0.8726271986961365,[]
masih ada gan warna cokelat sz 42,ready_kosong_question,ready_kosong_question,0.9119313359260559,"['warna: cokelat', 'size: size 42']"
12pcs ready?,ready_kosong_question,ready_kosong_question,0.8761828541755676,[]
"halo gan, ready warna apaa? kaca glossy atau doff ya?",default fallback intent,ready_kosong_question,0.8718531727790833,[]
stocknya ready pak,ready_kosong_question,ready_kosong_question,0.8805768489837646,[]
beige ready? kirim cilegon bisa? thx,ready_kosong_question,ready_kosong_question,0.8760900497436523,['warna: beige']
ready warna apa aja sist ?,default fallback intent,ready_kosong_question,0.8818314671516418,[]
warna hitam motif warna merah ad ga,ready_kosong_question,ready_kosong_question,0.8652821779251099,"['warna: hitam', 'warna: merah']"
ready 300pc?,ready_kosong_question,ready_kosong_question,0.8781560659408569,[]
pink muda size 3 ready sis?,ready_kosong_question,ready_kosong_question,0.8689936995506287,[]
"dijamin baru, original dan garansi ya pak? barang ready?",ready_kosong_question,ready_kosong_question,0.9371368288993835,[]
gan ukuran 41 dan 43 ready stok gan....?,ready_kosong_question,ready_kosong_question,0.8798792362213135,['size: size 41']
hijau stabilo ukuran 43 redy gx,ready_kosong_question,ready_kosong_question,0.8724151253700256,"['warna: hijau', 'size: size 43']"
ready gan dan brp kilo ini gan,ready_kosong_question,ready_kosong_question,0.8836401700973511,[]
"sis,,yg feet up overnight mois ready ga? ( bukan yg comfor loh)",ready_kosong_question,ready_kosong_question,0.8891138434410095,[]
bang warna item 31 ready kan?,ready_kosong_question,ready_kosong_question,0.8742272257804871,[]
barang ready gan? saya order ya,ready_kosong_question,ready_kosong_question,0.885162353515625,[]
ready ada game terbarunya gak kaya pes 2018,default fallback intent,ready_kosong_question,0.8940984010696411,[]
xl hitam list merah ready?,ready_kosong_question,ready_kosong_question,0.854301929473877,"['warna: hitam', 'warna: merah']"
readyy warna apa ?,default fallback intent,ready_kosong_question,0.9978421330451965,[]
ready untuk a37,ready_kosong_question,ready_kosong_question,0.8762654066085815,[]
"bos, garnish chrome silver ada? ready stock? barang ori ahm?",ready_kosong_question,ready_kosong_question,0.8808755278587341,[]
striping vixion yg merah ready gan,ready_kosong_question,ready_kosong_question,0.8647132515907288,['warna: merah']
loho movca liho gray ready?,ready_kosong_question,ready_kosong_question,0.8773590326309204,[]
"yg amwarna biru ready,,??",ready_kosong_question,ready_kosong_question,0.863638162612915,['warna: biru']
ready buat q6?,ready_kosong_question,ready_kosong_question,0.8804166316986084,[]
l ready warna apa sis?,ready_kosong_question,ready_kosong_question,0.8775866031646729,[]
gan yg biru train no 4 ready?,ready_kosong_question,ready_kosong_question,0.8648573160171509,['warna: biru']
siang gan. mau tanya harga sudah termasuk mmc atau blm ? terima kasih,default fallback intent,not_ready_kosong_question,0.9359197616577148,[]
ready spt digambar gan? strip silver..dial putih ?,ready_kosong_question,ready_kosong_question,0.8591819405555725,['warna: putih']
ready jne,ready_kosong_question,ready_kosong_question,0.8828780055046082,[]
album animal kaiser uk jumbo ready warna apa aja?,default fallback intent,ready_kosong_question,0.8782873749732971,[]
masih ready gan..?? kirim via gojek hari ini bisa ya..??,ready_kosong_question,ready_kosong_question,0.8785645961761475,[]
m nya ready?,ready_kosong_question,ready_kosong_question,0.8797601461410522,[]
ready gan?? ori ga,ready_kosong_question,ready_kosong_question,0.8761296272277832,[]
gan yang ready warna apa,default fallback intent,ready_kosong_question,0.8754134178161621,[]
warna hitam size m ready bos ??,ready_kosong_question,ready_kosong_question,0.8545553684234619,"['warna: hitam', 'size: size m']"
sis... warna mintx ada ya?,ready_kosong_question,ready_kosong_question,0.9815877079963684,[]
biru dongker uk xl ready gan?,ready_kosong_question,ready_kosong_question,0.859386146068573,"['warna: biru', 'size: size xl']"
ready gan? bisa kirim ke medan?,ready_kosong_question,ready_kosong_question,0.8855146169662476,[]
50pasang ready? ukuran brp?,ready_kosong_question,ready_kosong_question,0.8756662011146545,[]
l ready ga gan?,ready_kosong_question,ready_kosong_question,0.8751158714294434,[]
ukuran l ada yang warna hitam ?? tlg kbr ya tq,ready_kosong_question,ready_kosong_question,0.8845639228820801,"['size: size l', 'warna: hitam']"
hitam 37 dan 41 ready,ready_kosong_question,ready_kosong_question,0.8631648421287537,['warna: hitam']
ready gan frame sx4 nya,ready_kosong_question,ready_kosong_question,0.8769060373306274,[]
"ready, perumnas 2 bekasi",ready_kosong_question,ready_kosong_question,0.8799944519996643,[]
ready banyak ga mau ambil 5,ready_kosong_question,ready_kosong_question,0.8810783624649048,[]
ready ga kk?,ready_kosong_question,ready_kosong_question,0.8737478852272034,[]
"ready kak, barangnya?",ready_kosong_question,ready_kosong_question,0.8819448947906494,[]
ready gak buat ip7 plus,ready_kosong_question,ready_kosong_question,0.8827435374259949,[]
purple l ready,ready_kosong_question,ready_kosong_question,0.8785099387168884,[]
ready kapan sis?,default fallback intent,ready_kosong_question,0.879740834236145,[]
"untuk 35 watt dan 25 watt nya ready gan,?",ready_kosong_question,ready_kosong_question,0.8818473815917969,[]
ada warna apa aja? pakai kawat ya?,default fallback intent,ready_kosong_question,0.9212848544120789,[]
37 dan 40 ready kak. tolong di jwb ya.,ready_kosong_question,ready_kosong_question,0.8978926539421082,[]
sis.size m ready 2 pcs,ready_kosong_question,ready_kosong_question,0.8773855566978455,[]
lampu utama / tengah ny putih ga gan?,default fallback intent,ready_kosong_question,0.9187527298927307,['warna: putih']
ready gan? ukurannya ada berapa aja?,default fallback intent,ready_kosong_question,0.8916895389556885,[]
xs merah ready?,ready_kosong_question,ready_kosong_question,0.8641482591629028,['warna: merah']
"untuk bb 72kg, muat tdk ya ? ready warna apa ?",default fallback intent,ready_kosong_question,0.8794612884521484,[]
ready. luar ponti gan,ready_kosong_question,ready_kosong_question,0.874108076095581,[]
36 white. ready ?,ready_kosong_question,ready_kosong_question,0.88303142786026,[]
ready gan ane mau order ?,ready_kosong_question,ready_kosong_question,0.8812282085418701,[]
masih ada gan warna biru tua,ready_kosong_question,ready_kosong_question,0.8995435237884521,['warna: biru']
iphone 6 plus ready warna apa aja?,default fallback intent,ready_kosong_question,0.884818971157074,[]
ready gak gan warna hitam,ready_kosong_question,ready_kosong_question,0.8575046062469482,['warna: hitam']
gan black size 9 & gold size 6 ready g?,ready_kosong_question,ready_kosong_question,0.8616223931312561,"['size: size 9', 'size: size 6']"
mbak yg biru mah ada?,ready_kosong_question,ready_kosong_question,0.930944561958313,['warna: biru']
warna ungu ready sist???,ready_kosong_question,ready_kosong_question,0.8641114234924316,['warna: ungu']
untuk samsung j7 2016 ready gan??,ready_kosong_question,ready_kosong_question,0.8703495860099792,[]
size 41 ada warna apa aja?,default fallback intent,ready_kosong_question,0.9794273376464844,['size: size 41']
"ready kah bos, dg jumlah ini : merah=200, hitam=200, kuning=200, biru=100",ready_kosong_question,ready_kosong_question,0.8497358560562134,[]
38 ready kak?,ready_kosong_question,ready_kosong_question,0.8815927505493164,[]
summer size xl sdh ada sis? tempo hari order kan dibilang kosong jd ganti warna.,ready_kosong_question,ready_kosong_question,0.9214813709259033,['size: size xl']
"gan, yang white ready?",ready_kosong_question,ready_kosong_question,0.8803165555000305,[]
ready warna apa bos,default fallback intent,ready_kosong_question,0.8753634691238403,[]
hitam utk iphone 7 plus ready?,ready_kosong_question,ready_kosong_question,0.8642008900642395,['warna: hitam']
arinna ukuran xl ready?,ready_kosong_question,ready_kosong_question,0.8687548041343689,['size: size xl']
warna hitam ready? bias kirim gojek hari ini?,ready_kosong_question,ready_kosong_question,0.8575120568275452,['warna: hitam']
"warna hitam, biru turkis tua, sama silver tua nya ada?",ready_kosong_question,ready_kosong_question,0.8681077361106873,"['warna: hitam', 'warna: biru']"
sis ini ready semua rasa?,default fallback intent,ready_kosong_question,0.8890002965927124,[]
shade 21 ada sis ? apricot beige ?,ready_kosong_question,not_ready_kosong_question,0.806296706199646,['warna: beige']
hello kitty yaa... ready kan?,ready_kosong_question,ready_kosong_question,0.8846372365951538,[]
size 45 nya ready ?,ready_kosong_question,ready_kosong_question,0.8710778951644897,['size: size 45']
pink sm mocca ready?,ready_kosong_question,ready_kosong_question,0.8744143843650818,[]
yg redmi note 4x ready wrna apa ajaa sist?,default fallback intent,ready_kosong_question,0.8932600021362305,[]
ready dan ori?,ready_kosong_question,ready_kosong_question,0.8839390277862549,[]
buat anak umur 8 thun ready untuk anak laki-laki,ready_kosong_question,ready_kosong_question,0.9122404456138611,[]
ukuran m untuk baju dgn kode 4214 long purple ada nggak gan,ready_kosong_question,ready_kosong_question,0.9598029851913452,['size: size m']
warna pink ready kah? bisa go send?,ready_kosong_question,ready_kosong_question,0.8737006187438965,[]
kapan ini ready nya gan,default fallback intent,ready_kosong_question,0.875752329826355,[]
ready size m sis,ready_kosong_question,ready_kosong_question,0.8708966374397278,['size: size m']
warna putih ready? bisa gojek kan?,ready_kosong_question,ready_kosong_question,0.8598278760910034,['warna: putih']
xl lb brp gan? warna hitam ready?,ready_kosong_question,ready_kosong_question,0.8579952716827393,['warna: hitam']
warna hitam ready ga gan? ada tulisan samsung nya kan?,ready_kosong_question,ready_kosong_question,0.856377124786377,['warna: hitam']
"untuk macbook pro 13"" black ada?",ready_kosong_question,ready_kosong_question,0.7800475358963013,[]
ready hitam? mau gosend,ready_kosong_question,ready_kosong_question,0.860440731048584,['warna: hitam']
redy gan hari ini ??,ready_kosong_question,ready_kosong_question,0.921065628528595,[]
ready barangnya?mau pake gojek,ready_kosong_question,ready_kosong_question,0.8866530656814575,[]
readykah yg warna putih mas,ready_kosong_question,ready_kosong_question,0.8730776906013489,['warna: putih']
gold utk ip 6+ ready?,ready_kosong_question,ready_kosong_question,0.8924984335899353,[]
gan stok redy gak.warna apa aja,ready_kosong_question,ready_kosong_question,0.9429987668991089,[]
sis mau putih ada size 37,ready_kosong_question,ready_kosong_question,0.884434163570404,"['warna: putih', 'size: size 37']"
j5 prime ready ga?,ready_kosong_question,ready_kosong_question,0.8762029409408569,[]
ready warna apa ajah om?,default fallback intent,ready_kosong_question,0.8820244073867798,[]
foto yg nomor 2 ready gan ?,ready_kosong_question,ready_kosong_question,0.8832666277885437,[]
bonus tas nya masih? ambil 2dozen ready ga?,ready_kosong_question,ready_kosong_question,0.8807101249694824,[]
ready ga wrna biru?,ready_kosong_question,ready_kosong_question,0.8601499795913696,['warna: biru']
barang ready ga gan ? perlu dipasan anti gores gak ?,ready_kosong_question,ready_kosong_question,0.880615234375,[]
sis ini ada warna pink kombinasi peach dan putih gak?,default fallback intent,ready_kosong_question,0.9158627390861511,['warna: putih']
ini 1 set nya sudah sama lampu nya semua kan? sdah siap pake kan?,default fallback intent,ready_kosong_question,0.997750461101532,[]
hijau ready kak?,ready_kosong_question,ready_kosong_question,0.8656196594238281,['warna: hijau']
ready gak gan ?? md531ae/a,ready_kosong_question,ready_kosong_question,0.8781167268753052,[]
size 33 ready ?,ready_kosong_question,ready_kosong_question,0.8698278665542603,['size: size 33']
gan yang warna merah masih ready gak??,ready_kosong_question,ready_kosong_question,0.8606277704238892,['warna: merah']
ready warna silver gan?,ready_kosong_question,ready_kosong_question,0.8674787878990173,[]
merah hitam size m ada?,ready_kosong_question,ready_kosong_question,0.8669413328170776,"['warna: merah', 'warna: hitam', 'size: size m']"
pnya yg ukuran lebih pjg ga sist?kl ga slh 60x160..hrg brp ya kl ada?,default fallback intent,ready_kosong_question,0.9786003828048706,[]
ada yg tinta hijau kah ?,ready_kosong_question,ready_kosong_question,0.941598117351532,['warna: hijau']
"ready gak gan, warna merah",ready_kosong_question,ready_kosong_question,0.8600977063179016,['warna: merah']
retro red l ready?,ready_kosong_question,ready_kosong_question,0.8760007619857788,[]
ready mas? model slim mepet kaca?,ready_kosong_question,ready_kosong_question,0.8796854615211487,[]
yg non cepol warna hitak ready sist?,ready_kosong_question,ready_kosong_question,0.8767444491386414,[]
sm nya ready ka?,ready_kosong_question,ready_kosong_question,0.8807805776596069,[]
salur hijau ready ngak,ready_kosong_question,ready_kosong_question,0.8650604486465454,['warna: hijau']
ready 3 botol gan ?,ready_kosong_question,ready_kosong_question,0.8783795833587646,[]
ini uda ready lg sis?,ready_kosong_question,ready_kosong_question,0.8837735652923584,[]
jepitan kayunya yg tanpa warna/cat alias natural ada ga gan??,default fallback intent,ready_kosong_question,0.9750632047653198,[]
2 kaleng vanilla 800 gr masih ready gak ?,ready_kosong_question,ready_kosong_question,0.8855032920837402,[]
gan yg hitam pekat ada?itu all size yah,ready_kosong_question,ready_kosong_question,0.8952694535255432,['warna: hitam']
untuk cat acrylic warna putih.y jika diaplikasikan ke kayu dengan takaran tipis ...warna.y menjadi transparan atau tetap putih?,default fallback intent,ready_kosong_question,0.8657456636428833,['warna: putih']
ukuran l yang ready apa?,default fallback intent,ready_kosong_question,0.8797066807746887,['size: size l']
ready mangkuknya?klo ga pake tile berapa harganya?,ready_kosong_question,ready_kosong_question,0.8936858773231506,[]
"ori, cover ungu & ready ???",ready_kosong_question,ready_kosong_question,0.8682852983474731,['warna: ungu']
hitam size 33 ready?,ready_kosong_question,ready_kosong_question,0.8575579524040222,"['warna: hitam', 'size: size 33']"
ready ga sis?pengiriman gojek?,ready_kosong_question,ready_kosong_question,0.8874474167823792,[]
putih ready ka,ready_kosong_question,ready_kosong_question,0.862697958946228,['warna: putih']
kalo buat nmax per sentri pakai punya apa? ini ready?,default fallback intent,ready_kosong_question,0.9123002290725708,[]
gan masih ready gak?,ready_kosong_question,ready_kosong_question,0.877896249294281,[]
"support untuk windows 10 gak gan dan cocok gak buat hardisk laptop ? kalo ready, info kan gan. trims",default fallback intent,ready_kosong_question,0.8987143039703369,[]
"ready, min? orikan ya",ready_kosong_question,ready_kosong_question,0.8879083395004272,[]
ada yg ukuran 95?,default fallback intent,ready_kosong_question,0.9975830316543579,['size: ukuran 95']
hitam ready gan ? udh free windows blm dan office,ready_kosong_question,ready_kosong_question,0.8611456751823425,['warna: hitam']
ini yg bunga putih atau merah ya? kalau misalnya beli 10 bibit campur merah & putih bisakah?,default fallback intent,ready_kosong_question,0.8606164455413818,"['warna: putih', 'warna: merah', 'warna: merah', 'warna: putih']"
xxl ada warna apa gan?,ready_kosong_question,ready_kosong_question,0.8451871871948242,[]
ini ready gak? bisa gojek?,ready_kosong_question,ready_kosong_question,0.8841772675514221,[]
yg ungu plain purple ready?,ready_kosong_question,ready_kosong_question,0.8685004115104675,['warna: ungu']
2x1 ready gan?,ready_kosong_question,ready_kosong_question,0.8765462636947632,[]
"untuk ukuran xl ready gan.,??",ready_kosong_question,ready_kosong_question,0.8656492233276367,['size: size xl']
gan barang ready ga kalo ready ane mau langsung order nihh,ready_kosong_question,ready_kosong_question,0.8561235666275024,[]
barang ready?? warna apa aja..,default fallback intent,ready_kosong_question,0.8797659277915955,[]
ada warna apa aja selain ini ya?,default fallback intent,not_ready_kosong_question,0.6071106195449829,[]
